BY4741_24	0
BY4741_37	0.01658	0
Elo1_24	0.01082	0.01534	0
Elo1_37	0.01974	0.01315	0.01458	0
Elo2_24	0.02489	0.03188	0.03245	0.03352	0
Elo2_37	0.0303	0.02764	0.03573	0.03243	0.01025	0
Elo3_24	0.03523	0.04348	0.04247	0.04614	0.01891	0.02241	0
Elo3_37	0.0370	0.03933	0.04068	0.04101	0.02098	0.01715	0.01013	0
