0	0
10	0
12	0
14	0
16	0
18	0
20	0
22	0
24	0
26	0
12	1	(9Z)
14	1	(9Z)
16	1	(9Z)
16	2	(9Z,12Z)
18	1	(9Z)
18	2	(9Z,12Z)
